"project_name","start_end_SHA","noiseType","changeSet-triple"
"E:\project-DataSets20240917\spring-data-neo4j","[4434618ae6ab7e0e43a19232edea0bb356044743, cee0cac84577d1de2cefdcb97a5cbe3c4a0bba99, e30eee21cb8fface8f65dbf5a185c4b4c23055fe, eecd48acfd32a9876baa83f9d72a53586853f1dd]","[NO_NOISE, NO_NOISE, NO_NOISE, [spring-data-neo4j-examples/hello-worlds/src/main/java/org/springframework/data/neo4j/examples/hellograph/GalaxyService.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/hello-worlds/src/main/java/org/springframework/data/neo4j/examples/hellograph/GalaxyService.java|RENAME_PARAMETER, spring-data-neo4j-examples/hello-worlds/src/main/java/org/springframework/data/neo4j/examples/hellograph/GalaxyService.java|RENAME_VARIABLE]]","[World, equals, getAllWorlds, getNumberOfWorlds, hashCode, makeSomeWorlds]"
"E:\project-DataSets20240917\spring-data-neo4j","[3697f6f20c1fbac9fed5a7084175f8091a2ee52a, 8164c80dca238c49873bdc57e1ade14f13ec4e65, c57a019f2efbf4601ba58e986556ccdabc5fd358, e94d570faa21d1a8cb2d01582dc7f85e601b56f9]","[NO_NOISE, NO_NOISE, NO_NOISE, [spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Role.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Role.java|RENAME_VARIABLE]]","[Role, equals, setName]"
"E:\project-DataSets20240917\spring-data-neo4j","[541d0d0511371cb4da5b18a7c2454d3e5409d896, 5d07a4dc5f5f92c67378923467177e75f0dcc186, 82b9bd176dc4c22d5cebdd78d0a31124c81ee950, cf53f188fdf93a201db05b84199a7bf54fbba7bb]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[equals]"
"E:\project-DataSets20240917\spring-data-neo4j","[22e8bba87b01f52eb981ade7c64c456a65ae540d, 78777fa484dc11e4b337f5c9c87aaa95c1aaee91, 80bb17377b7b52e10a4181ac6e2549badfe9819e, d12a4342965d8b142453aa7ed0f3e1bf0da74114]","[NO_NOISE, NO_NOISE, [spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Role.java|EXTRACT_VARIABLE], NO_NOISE]","[equals]"
"E:\project-DataSets20240917\spring-data-neo4j","[0f4904a9cf7773e17d59024381f717a15ddc0c60, 2e08704cc20010eb4061951999f0bb8b086575e7, 40bb9ff70503788af60dc696f50703744596387d, 6c66ff5113242e2dac5713a550efbae3d971d454]","[[spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Role.java|EXTRACT_VARIABLE], NO_NOISE, [spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Role.java|RENAME_PARAMETER], NO_NOISE]","[Role, equals, setName]"
"E:\project-DataSets20240917\spring-data-neo4j","[7cc5170268527bf42e277ee5ba68b2c4e1c644b7, 9b48456822bed13c9678b003a02e68e4bb78c38c, c7af559f864c92f322983368cdfb0e5f198e28a2, ecec2cd2a9562ef6ef7b6471a95ad90b5f47dc40]","[NO_NOISE, NO_NOISE, NO_NOISE, [spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/controller/ImportController.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/controller/MovieController.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/controller/MovieController.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/controller/MovieController.java|RENAME_VARIABLE, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Actor.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Actor.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/Director.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/domain/User.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/movieimport/MovieDbImportService.java|INVERT_CONDITION, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/movieimport/MovieDbImportService.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/movieimport/MovieDbImportService.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts/src/main/java/org/neo4j/cineasts/movieimport/MovieDbImportService.java|RENAME_VARIABLE]]","[Actor, Director, ImportController, MovieDbLocalStorage, Role, directed, doImportMovie, doImportPerson, ensureStorageDirectoryExists, equals, fileForMovie, getDirectedMovies, getDirectors, getId, getMovie, getRoles, getStars, hasMovie, hashCode, loadMovie, loadMovieData, playedIn, setInfo, updatePassword]"
"E:\project-DataSets20240917\spring-data-neo4j","[1280f117d1355bb2d85b4fdb635f969113b99648, bf212a228d16353d38b5d50425c937a02320a252, c3a235a47a620471cb66884768a05f4b68ca088e, c4f2aaef8571dc27bac4e35577348848ce081f3b]","[[spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_ATTRIBUTE], [spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_VARIABLE], [spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_VARIABLE], [spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_VARIABLE]]","[populateDatabase]"
"E:\project-DataSets20240917\spring-data-neo4j","[04cb25543ff8e9d88f1800ac8b1fd8bf6ce4508b, 42f4a35008ff330d20413b9cc088ae7b9952027b, 4e70d5895859f5a29a1016459a34b81caad2ff81, b7916f5cffca2d2cd0f6a862050a4e0926c5ec8d]","[[spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_VARIABLE], [spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_VARIABLE], [spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/domain/Movie.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/movieimport/MovieDbJsonMapper.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java|RENAME_VARIABLE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/FriendsMovieRecommendations.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/FriendsMovieRecommendations.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-rest/src/main/java/org/neo4j/cineasts/service/FriendsMovieRecommendations.java|RENAME_VARIABLE], NO_NOISE]","[FriendsMovieRecommendations, User, cleanDb, doImportMovie, encode, getDescription, getGenre, getHomepage, getId, getImageUrl, getImdbId, getInfo, getLanguage, getLastModified, getRatings, getReleaseDate, getRuntime, getStars, getStudio, getTagline, getTitle, getTrailer, getVersion, getYoutubeId, loadMovieData, mapToMovie, populateDatabase, setDescription, setGenre, setHomepage, setImageUrl, setImdbId, setInfo, setLanguage, setLastModified, setReleaseDate, setRuntime, setStudio, setTagline, setTitle, setTrailer, setVersion, toString]"
"E:\project-DataSets20240917\spring-data-neo4j","[2da1af3101bd0f32a8df5c54e5a5bb1bad24dde4, 552371047b5ba7762745ffdba1544ee2c7b0c022, 7cdadbc0b7b56b5336f978f893bf6de586b12fdd, e7ef11b99cf7ca78308d2206043a4d68a5565144]","[[spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_ATTRIBUTE], NO_NOISE, NO_NOISE, NO_NOISE]","[getRatings, getStars, getTagline, getYear, getYoutubeId, setTagline]"
"E:\project-DataSets20240917\spring-data-neo4j","[354d6c774eca3fbec77c1aa3985fc81d9e8f9cd9, 71e231cd15aa57f450427fa58eccf0f396506d15, adb71129781c8dc8ddb63c453c4d1e62d56c0ee6, be879965539610b52e3f62a4189580cbf2443245]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[Movie, getRatings, getStars, getYear, getYoutubeId]"
"E:\project-DataSets20240917\spring-data-neo4j","[1e205564718484850ff120615467d50f430fb8f4, 2e1454b8e7c7921db2b2193de9892103e6fe9b2a, 9b4578fae1eda93041e16f61b4898ce9270ba2c5, b92c44650300e25dc6754f89180549bc006f4cdb]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[Movie, getStars, getYear, getYoutubeId]"
"E:\project-DataSets20240917\spring-data-neo4j","[4561c8dbadbc7f214b83e6d46c085b00e8d1ce8c, 8815008a6e335a4f2e2731fce90823a4494102f4, 8c80d01fa8622d422d2258551905a732879c0693, b98f24e843c7c16cdf8b221b420b54e709777341]","[NO_NOISE, [spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_ATTRIBUTE], NO_NOISE, NO_NOISE]","[Movie, getGenre, getRatings, getReleaseDate, getStars, getYear, getYoutubeId, setGenre, setReleaseDate, toString]"
"E:\project-DataSets20240917\spring-data-neo4j","[04a3d7f67f08fe6d06c812715370fa58e70acf7f, 437e338f170d500ffdcd69c7c889acaefd52593a, 5b93aac729303d23f52b7b15b9f09375520f398e, 905a9e375dd1eef4d7d6b8078eaf8e984f505a51]","[NO_NOISE, [spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_ATTRIBUTE], [spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_VARIABLE], NO_NOISE]","[getActors, getHomepage, getImageUrl, getStars, getYoutubeId, setHomepage, setImageUrl]"
"E:\project-DataSets20240917\spring-data-neo4j","[5a719eb077256eedd18726b49323aef5497602a8, 6db271969ea69964a6acf97973d00ed5436d4d0d, b666902ff5711293e0e61b6cec2846915c942084, efa4d8b841636ee9f214f5f935936353b3cb2e67]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[Movie, getRatings, getStars, getYoutubeId]"
"E:\project-DataSets20240917\spring-data-neo4j","[1e5bfdc6571631be14d51794ad5e6adc4611e73d, 46dc094de84d13793151f31da1ee913be5434547, 4b86ca05ce6935f813eaf40736232790b2633ec7, a60c06515225f0a61370818579dca35f3e1d5625]","[NO_NOISE, [spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_PARAMETER], NO_NOISE, NO_NOISE]","[Movie, getId, getStars, getYear, getYoutubeId, setGenre, toString]"
"E:\project-DataSets20240917\spring-data-neo4j","[3bca8b7bc933829532dfbd47a2ce0185367adac6, 85410fdcf1324cab9854c7dd41b32bc493482449, b3189ac1df63bfad338f86ebe49340442191dd01, c313373847d51591b3f2f10fe5b1263e0867233b]","[NO_NOISE, [spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/ImportController.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/ImportController.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/ImportController.java|RENAME_VARIABLE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/MovieController.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/MovieController.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/MovieController.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/controller/MovieController.java|RENAME_VARIABLE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Movie.java|RENAME_VARIABLE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Rating.java|EXTRACT_VARIABLE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Role.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/domain/Role.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/service/MovieRecommendations.java|RENAME_ATTRIBUTE, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/service/MovieRecommendations.java|RENAME_PARAMETER, spring-data-neo4j-examples/cineasts-aspects/src/main/java/org/neo4j/cineasts/service/MovieRecommendations.java|RENAME_VARIABLE], [spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER], NO_NOISE]","[ImportController, MovieRecommendations, Role, User, createEntityFromState, doImportMovie, encode, extractRanges, getDescription, getId, getInfo, getMovie, getRecommendationsFor, getStars, getTitle, getYear, importMovie, importMovieFailsafe, importMovies, importPerson, loadMovieData, setInfo, toString]"
"E:\project-DataSets20240917\spring-data-neo4j","[3b82df667add7a65b725c066fdda482316550fd5, bd7dc96d38bada464d1f1ba274c18f4d49c8299c, e1d7bb689a955ca40af5ede6d083e86146c01b3b, e6cbd09f13c8014cddcb917454b2ba6d31e8dfed]","[[spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER], [spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_ATTRIBUTE, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER], NO_NOISE, [spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_VARIABLE]]","[CrossStoreNodeEntityInstantiator, createEntityFromState, entityManager]"
"E:\project-DataSets20240917\spring-data-neo4j","[22961d8fec3042f5242b4892951796e84faaf06c, 3beeb6344ffb80ddb8a3ad3c6ea70b8095dfbaaa, 78d9f237c8f60e02e93fa9b069aeacfbd9d51563, c327b8ee4d53cf3b2e7ed80279872d3142ec0024]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[CrossStoreNodeEntityInstantiator]"
"E:\project-DataSets20240917\spring-data-neo4j","[2f5666a873730d47794e7158f2c58b04e9f5600e, 71098aa60dcd42a87fdadb23303192f6b92a630b, bab8984a7f7a8fbb0a0b9fc4636f835200fdcf0f, d41b7b208cccfffb99d19c6fbb775aff87a83156]","[NO_NOISE, [spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER], NO_NOISE, NO_NOISE]","[CrossStoreNodeEntityInstantiator, createEntityFromState]"
"E:\project-DataSets20240917\spring-data-neo4j","[7869adc18616981d4f4489d3f3f59be30cc68364, d94cabaf2f12d7f6c2980da2b6fbba4293847729, dc56f4cd1adff204af3b7bdcdaec8c081a2773af, f4d4a83ed41c9b02b79cddd20eafc3723e1de92c]","[NO_NOISE, [spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER], NO_NOISE, [spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|INVERT_CONDITION]]","[CrossStoreNodeEntityInstantiator, createEntityFromState]"
"E:\project-DataSets20240917\spring-data-neo4j","[27179ecad9e2b38113d2462f423ced847cdf5803, 3d5965987a38f151a73556b5732567b5b7d454b2, 5fee1dfa67719ec47356ffdbd1c372c0d4386234, fdff2f4767d848b542e357895cccd9e98a6e99c6]","[[spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/fieldaccess/JpaIdFieldAccessListenerFactory.java|ADD_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/fieldaccess/JpaIdFieldAccessListenerFactory.java|REMOVE_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/fieldaccess/JpaIdFieldAccessListenerFactory.java|RENAME_ATTRIBUTE, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/fieldaccess/JpaIdFieldAccessListenerFactory.java|RENAME_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeDelegatingFieldAccessorFactory.java|RENAME_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityInstantiator.java|RENAME_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityState.java|EXTRACT_VARIABLE, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityState.java|RENAME_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityState.java|RENAME_VARIABLE, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityStateFactory.java|RENAME_ATTRIBUTE, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityStateFactory.java|RENAME_PARAMETER, spring-data-neo4j-cross-store/src/main/java/org/springframework/data/neo4j/cross_store/support/node/CrossStoreNodeEntityStateFactory.java|RENAME_VARIABLE], [spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/GraphBacked.java|RENAME_PARAMETER], [spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/GraphBacked.java|RENAME_PARAMETER], [spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/GraphBacked.java|RENAME_PARAMETER]]","[CrossStoreNodeDelegatingFieldAccessorFactory, JpaIdFieldListener, createEntityFromState, createListenerFactories, entityManager, getPersistenceUnitUtils, newPropertyFieldAccessorFactory, setPersistentState, valueChanged]"
"E:\project-DataSets20240917\spring-data-neo4j","[04bd484704621520e4d6eb1d72c88579faa5e95a, a20d46585d03299bd1871ac98584471435efe98e, dba2d67bf0273f86cb0ea4050efa19a82e8dd631, f19f4c4f0bae9a89aad58b43ba69710ae6a083b9]","[[spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/GraphBacked.java|RENAME_PARAMETER], [spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/GraphBacked.java|RENAME_PARAMETER], [spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/config/Neo4jAspectConfiguration.java|RENAME_VARIABLE, spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/GraphBacked.java|RENAME_PARAMETER, spring-data-neo4j-aspects/src/main/java/org/springframework/data/neo4j/aspects/core/RelationshipBacked.java|RENAME_PARAMETER]]","[getPersistentState, getRelationshipId, hasPersistentState, neo4jNodeBacking, remove, setPersistentState]"
"E:\project-DataSets20240917\spring-data-neo4j","[79b6ff3b00ba895fce55250f2d162efb06cd062a, c98d573718ca46ac4ba1336dda2f994a73a2c2e1, ead5a6282662e06c6fd4901fc545c3ca92b43bd4, f54283536a963c4bda69515291689fdd4c5e8cf2]","[]","[]"
"E:\project-DataSets20240917\spring-data-neo4j","[4e228d5e87e94bc3b0c110646b4c4dbbc13e83d9, 50b53c0fa0841ad464e0ab6e53c76aff013ddbd5, a3e075e99097862eb1360215be6f23dad80b5258, d5a90be7beb2edc92fafc28fb8fcd9641b239cce]","[]","[]"
"E:\project-DataSets20240917\spring-data-neo4j","[115ae5830a5c367271bc2cdb69506a368387a09f, 1f03bac49a6ab93af51a960686d2deefe7f3fd8b, da03f652f8d057a80d3338acd577c4bd8a0923e3, e5ffbb54006d3e4a527537214b70e1eb72fa60c1]","[NO_NOISE, NO_NOISE, [spring-data-neo4j/src/main/java/org/springframework/data/neo4j/support/DelegatingGraphDatabase.java|EXTRACT_VARIABLE, spring-data-neo4j/src/main/java/org/springframework/data/neo4j/support/node/Neo4jHelper.java|EXTRACT_VARIABLE], [spring-data-neo4j/src/main/java/org/springframework/data/neo4j/repository/AbstractGraphRepository.java|ADD_CLASS_ANNOTATION, spring-data-neo4j/src/main/java/org/springframework/data/neo4j/repository/AbstractGraphRepository.java|ADD_METHOD_ANNOTATION, spring-data-neo4j/src/main/java/org/springframework/data/neo4j/repository/AbstractGraphRepository.java|REMOVE_METHOD_ANNOTATION]]","[cleanDb, clearIndex, delete, findAll, findOne, removeFromIndexes, save, testRemoveNodeEntityWithAutoIndex, testRemoveRelationshipEntityWithAutoIndex]"
"E:\project-DataSets20240917\WebGoat","[6da006bade2f9db4c4ea0c8f99d75863128fef51, 72df60185ef653c0e845128d72c7ac3b78e37fea, f42e77986eb5736e06d49d75a431181380be4883]","[[webgoat-server/src/main/java/org/owasp/webgoat/HSQLDBDatabaseConfig.java|RENAME_PARAMETER], [webgoat-server/src/main/java/org/owasp/webgoat/StartWebGoat.java|RENAME_PARAMETER], [webgoat-server/src/main/java/org/owasp/webgoat/HSQLDBDatabaseConfig.java|RENAME_PARAMETER]]","[dataSource, hsqlStandalone, main]"
"E:\project-DataSets20240917\WebGoat","[105faff3beeb0c644316eb8c7828c0b49125e313, 1bb5aeb2a41d858947d98ba4f0d3e1bd8297bc50, 850e5ce40f23efc109a03c685914de9b9d7e2eeb]","[[webgoat-server/src/main/java/org/owasp/webgoat/HSQLDBDatabaseConfig.java|RENAME_PARAMETER, webgoat-server/src/main/java/org/owasp/webgoat/HSQLDBDatabaseConfig.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[addComment, dataSource, hsqlStandalone, parseXml, shutdown]"
"E:\project-DataSets20240917\WebGoat","[202bd32de793dd5c5bdcc727730fea19b37400a4, 449c6dd37c9fb81c3791e6ec8a9c56131eb38e8a, dc80c358ead89fb0a777d603678e47731104d19a]","[NO_NOISE, [webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/Comments.java|RENAME_ATTRIBUTE, webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/Comments.java|RENAME_PARAMETER], [webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/Comments.java|RENAME_VARIABLE]]","[addComment, parseJson, parseXml]"
"E:\project-DataSets20240917\WebGoat","[460b1d38019484d415d121445874afc36e1ca559, 64083db8d4662a3d1b5cfa0cfaececc10ade8955, ade41f3a061b40fcc3bccbb857c81b6ad7933ce6]","[NO_NOISE, NO_NOISE, NO_NOISE]","[addComment, getComments, parseXml]"
"E:\project-DataSets20240917\WebGoat","[13cab1883b66c329b8ece8f6a66654e0366f2f5d, ba42249b846834b73b079401867c35481db03838, c7b2f64832eaead6af3acfbca4e7a1e1a11c9170]","[[webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/Comments.java|RENAME_VARIABLE], [webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/Comments.java|INVERT_CONDITION], [webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/CommentsEndpoint.java|RENAME_ATTRIBUTE, webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/ContentTypeAssignment.java|EXTRACT_VARIABLE, webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/ContentTypeAssignment.java|RENAME_ATTRIBUTE, webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/ContentTypeAssignment.java|RENAME_PARAMETER, webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/xxe/ContentTypeAssignment.java|RENAME_VARIABLE]]","[addComment, checkSolution, createNewUser, getComments, parseXml, retrieveComments]"
"E:\project-DataSets20240917\WebGoat","[20a2b03817d760e726ffa4f972a1d2d85cea2b88, 99514eb6432c55074c5a439e28cb42e2045ab71d, a51d00ff446aba7e49a1526acfe6eb9f45aec6d5]","[NO_NOISE, NO_NOISE, NO_NOISE]","[]"
"E:\project-DataSets20240917\WebGoat","[e8ebadb3312e24e34ba56edd32eb8c4686c8d81d, eeb3560625015d9f48448199bc82464fd5f7f8c2, f697670b655680e47c6f59d804da6586020dad83]","[NO_NOISE, [webgoat-lessons/webwolf-introduction/src/main/java/org/owasp/webgoat/webwolf_introduction/MailAssignment.java|RENAME_ATTRIBUTE, webgoat-lessons/webwolf-introduction/src/main/java/org/owasp/webgoat/webwolf_introduction/MailAssignment.java|RENAME_PARAMETER, webgoat-lessons/webwolf-introduction/src/main/java/org/owasp/webgoat/webwolf_introduction/MailAssignment.java|RENAME_VARIABLE], NO_NOISE]","[MailAssignment, completed, sendEmail]"
"E:\project-DataSets20240917\WebGoat","[83a49e3b9a7ac948b1af29a34ef60c212eeb5259, 8a810d42de48aff78a73a5d860345293fa0d67d1, b19f846f2e3128fa65d4f36931e2d3ef336aa423]","[NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[8b43629431006d12ebe9a67599a36b47c7125055, 94f7754a3314a8ad1844c4b1c7f1bcabab7a6903, eddcf1dbc37f7fcc3a158ac6c841d4f099a955d6]","[NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|EXTRACT_VARIABLE], NO_NOISE]","[completed]"
