"project_name","start_end_SHA","noiseType","changeSet-triple"
"E:\project-DataSets20240920\scribejava","[17c1de0c2654f50dd4a048781a49ecfe33279312, 76e845889bdb117ba535a0385af822acc2a54bac, 89988225ed0552e0a295a210a36f33a66c68e1a7, d4e01ac8ea66516fafec734cf2713c6bdb1fe21e]","[[scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_ATTRIBUTE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_PARAMETER], [scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_ATTRIBUTE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_PARAMETER], [scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_ATTRIBUTE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_PARAMETER]]","[OkHttpHttpClientConfig, getClientBuilder]"
"E:\project-DataSets20240920\scribejava","[4384fb5f2e4ab4a0678b1cb0b01d876066a6b9b5, 5dcc2f2d7b984803e2f1c69cc12e931c0b8501d1, 76e845889bdb117ba535a0385af822acc2a54bac, d1813e2870d647726aba60695222c688811c6bc1]","[[scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_ATTRIBUTE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_PARAMETER], [scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_ATTRIBUTE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_PARAMETER], [scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OAuthAsyncCompletionHandler.java|RENAME_PARAMETER, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OAuthAsyncCompletionHandler.java|RENAME_VARIABLE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_ATTRIBUTE, scribejava-httpclient-okhttp/src/main/java/com/github/scribejava/httpclient/okhttp/OkHttpHttpClientConfig.java|RENAME_PARAMETER]]","[OAuthAsyncCompletionHandler, OkHttpHttpClientConfig, createDefaultConfig, defaultConfig, getClientBuilder, onFailure, onResponse]"
"E:\project-DataSets20240920\scribejava","[48969bd01ee878dc1c9354a3e6f82f0542f6c267, 7f3a8cd08c1535c0a2abad632f748c56c8c7a3c7, 97cc9d746b29e80179ed0c34b1a0e7803196cc0a, d1813e2870d647726aba60695222c688811c6bc1]","[NO_NOISE, NO_NOISE, NO_NOISE]","[createClient]"
"E:\project-DataSets20240920\scribejava","[4653191825c5a8eb65ae15c88c7cb9dcdcc81146, 7f3a8cd08c1535c0a2abad632f748c56c8c7a3c7, ebf9ce166574d6f96d877bd7b038701c840a1a68, f564ea6120c8d227b6b46cbec2e959ba387fec3b]","[[scribejava-httpclient-ning/src/main/java/com/github/scribejava/httpclient/ning/NingProvider.java|RENAME_PARAMETER], NO_NOISE, [scribejava-httpclient-ning/src/main/java/com/github/scribejava/httpclient/ning/NingProvider.java|RENAME_PARAMETER]]","[createClient]"
"E:\project-DataSets20240920\scribejava","[ab503a7bd714062d8e5fc57e2f9cffc932a0ae26, d45d887907c2f4b2d726dc901579e0a82765dd12, d7fe6039b258f55f5dc8c0e8b188cb4147dd92af, f564ea6120c8d227b6b46cbec2e959ba387fec3b]","[NO_NOISE, [scribejava-httpclient-ning/src/main/java/com/github/scribejava/httpclient/ning/NingProvider.java|RENAME_PARAMETER], NO_NOISE]","[createClient]"
"E:\project-DataSets20240920\scribejava","[14af84e99cfdeaa0532ce5899141e97cffeb1d2a, a00c96c55bc7ba57cabbb382190ecd1b4d48c99a, d7fe6039b258f55f5dc8c0e8b188cb4147dd92af, dc07575a50ed84db4fa3e2ccd7f540b3d70a6e4e]","[[scribejava-httpclient-ning/src/main/java/com/github/scribejava/httpclient/ning/NingProvider.java|RENAME_PARAMETER, scribejava-httpclient-ning/src/main/java/com/github/scribejava/httpclient/ning/OAuthAsyncCompletionHandler.java|RENAME_PARAMETER], [scribejava-httpclient-armeria/src/main/java/com/github/scribejava/httpclient/armeria/ArmeriaProvider.java|RENAME_PARAMETER], [scribejava-httpclient-armeria/src/main/java/com/github/scribejava/httpclient/armeria/ArmeriaProvider.java|INVERT_CONDITION]]","[OAuthAsyncCompletionHandler, createClient, onCompleted]"
"E:\project-DataSets20240920\scribejava","[0bf39ffc946408dceb4815be0a2677ac0ae79318, 51c40ffc73b10c0f0bda7c4833a9a163e935da94, 7cbb2c98d99a5a1a688b1cda4204a223e3fc5a0e, dc07575a50ed84db4fa3e2ccd7f540b3d70a6e4e]","[[scribejava-httpclient-armeria/src/main/java/com/github/scribejava/httpclient/armeria/ArmeriaProvider.java|RENAME_PARAMETER], NO_NOISE, [scribejava-httpclient-armeria/src/main/java/com/github/scribejava/httpclient/armeria/ArmeriaWebClientBuilder.java|RENAME_ATTRIBUTE, scribejava-httpclient-armeria/src/main/java/com/github/scribejava/httpclient/armeria/ArmeriaWebClientBuilder.java|RENAME_PARAMETER, scribejava-httpclient-armeria/src/main/java/com/github/scribejava/httpclient/armeria/ArmeriaWebClientBuilder.java|RENAME_VARIABLE]]","[ArmeriaWebClientBuilder, createClient, protocol]"
"E:\project-DataSets20240920\scribejava","[4d09d5d38308fc51bccb80edf324f5c1d8481d39, 523970d6af56b61b5fb2a29568e02ca243bc6fb7, 7cbb2c98d99a5a1a688b1cda4204a223e3fc5a0e, d2d46487481294f311e8f073cb0e6416c30b66d3]","[[scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/OAuthAsyncCompletionHandler.java|SPLIT_CONDITIONAL], NO_NOISE, NO_NOISE]","[cancelled, completed, getResult]"
"E:\project-DataSets20240920\scribejava","[1163a953ab496e8704d2f6a9e56723d59a757d33, 4d09d5d38308fc51bccb80edf324f5c1d8481d39, 74b02d84bec9657f4a8f30a416475e9a28907581, bc471a048a23a4924d599eca83179d1783b3581d]","[NO_NOISE, NO_NOISE, NO_NOISE]","[OAuthAsyncCompletionHandler, completed]"
"E:\project-DataSets20240920\scribejava","[315d374656f4b3665a82110831fa4d505d1ce234, 6dc56b3bb1319d62103eaed39cd28d4f2a1d8e4c, 70a6aef2d9d1ceb2a96fbe7eaa93f8a4a2859a78, bc471a048a23a4924d599eca83179d1783b3581d]","[NO_NOISE, NO_NOISE, [scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/OAuthAsyncCompletionHandler.java|EXTRACT_VARIABLE, scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/OAuthAsyncCompletionHandler.java|RENAME_VARIABLE]]","[OAuthAsyncCompletionHandler, completed]"
"E:\project-DataSets20240920\scribejava","[6ca77b483a0272305630539cfcaae78a3117950f, 70a6aef2d9d1ceb2a96fbe7eaa93f8a4a2859a78, ac4276ed2cc19447fc316b5d70fd65d07588def9, c71766f6d2d07168f3733c990347961dfb4e2693]","[[scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/OAuthAsyncCompletionHandler.java|SPLIT_CONDITIONAL], NO_NOISE, NO_NOISE]","[OAuthAsyncCompletionHandler, completed]"
"E:\project-DataSets20240920\scribejava","[6ca77b483a0272305630539cfcaae78a3117950f, 78a77a2d32eb7f69eaa07c0d6f244d7789c09d8e, c1195da45b2812f1dcb15833620ea4141f2ee71c, ed5471806f201165e14302c1c9865215a1dc3527]","[NO_NOISE, NO_NOISE, NO_NOISE]","[completed, getResult]"
"E:\project-DataSets20240920\scribejava","[1799e64509189c898f5670a69b26ba7496f9782e, 31cfdb4eb57ebe4b69a0fff4674bb40542e153ad, 78a77a2d32eb7f69eaa07c0d6f244d7789c09d8e, b449942eba4b122284def213b31db8c737a93a85]","[NO_NOISE, NO_NOISE, [scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/OAuthAsyncCompletionHandler.java|EXTRACT_VARIABLE]]","[cancelled, completed, failed]"
"E:\project-DataSets20240920\scribejava","[2730b123e96dac9f9429c82e469ccaeeef89c8cd, 31cfdb4eb57ebe4b69a0fff4674bb40542e153ad, ec5b39293b1c141a28b997b9bcb13de49f275430, f40419230a349be5ee3b1174ad8be8e2a37fd3f9]","[[scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/ApacheHttpClient.java|INVERT_CONDITION, scribejava-httpclient-apache/src/main/java/com/github/scribejava/httpclient/apache/ApacheHttpClient.java|RENAME_PARAMETER], [scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/AhcHttpClient.java|RENAME_PARAMETER], NO_NOISE]","[AhcHttpClient, ApacheHttpClient, OAuthAsyncCompletionHandler, cancelled, close, completed, doExecuteAsync, executeAsync, failed, getRequestBuilder, getResult]"
"E:\project-DataSets20240920\scribejava","[39060ac364cc5cfa869e87075d955d4e3669a4f7, 96e974fa3a6d92b5a181a14dd12a51c2deea8cbd, c97cea9d34193e5a68706cc31540153726eaacae, f40419230a349be5ee3b1174ad8be8e2a37fd3f9]","[NO_NOISE, [scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/AhcHttpClient.java|RENAME_PARAMETER], NO_NOISE]","[AhcHttpClient, executeAsync]"
"E:\project-DataSets20240920\scribejava","[39060ac364cc5cfa869e87075d955d4e3669a4f7, 3d42e19091b567e96c6b9b950ccfe7a6c1efab91, 913b97b9b9aea7220cf94751ba75e9551ab06d37, d310f7ce05d038679bf2fef4f09349f876de7669]","[NO_NOISE, NO_NOISE, NO_NOISE]","[AhcHttpClient]"
"E:\project-DataSets20240920\scribejava","[38154c472689f2192928dae1b78b4fe0e0d0f877, 3d42e19091b567e96c6b9b950ccfe7a6c1efab91, 711bebd584b5fdea36a7136b6f114911bd150206, a2375aa865ab879d761f5e3ddcc3b29bfa6574ad]","[NO_NOISE, NO_NOISE, [scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/AhcHttpClient.java|RENAME_PARAMETER]]","[AhcHttpClient, executeAsync]"
"E:\project-DataSets20240920\scribejava","[38154c472689f2192928dae1b78b4fe0e0d0f877, 5e0732c45bf4d9d5debbb29b6c1d8f808bc90d68, b3d5ccb7e9dca74cfe22cd43514bf064bd6a6429, bc82d4feee45e125392cc883d1418e2b8b526e53]","[NO_NOISE, NO_NOISE, NO_NOISE]","[AhcHttpClient]"
"E:\project-DataSets20240920\scribejava","[70280ef31564c0030151a3cc0dbf83fe591a1279, bab67d386a6d566727ac3486325fd80b7cc7aad1, bc82d4feee45e125392cc883d1418e2b8b526e53, f7a581bb4383fb38d68d751d9c200ec118d4be87]","[NO_NOISE, NO_NOISE, NO_NOISE]","[AhcHttpClient, doExecuteAsync]"
"E:\project-DataSets20240920\scribejava","[2552eada49919cccb33455e4e27935ae26d3a05f, 67d83ef35fbc6f1aa896022b058057ea4c8e1be0, bab67d386a6d566727ac3486325fd80b7cc7aad1, d1d72d826bb07be925d7217d93d46ad59a65f6c9]","[[scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/AhcProvider.java|RENAME_PARAMETER, scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/OAuthAsyncCompletionHandler.java|EXTRACT_VARIABLE, scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/OAuthAsyncCompletionHandler.java|RENAME_PARAMETER, scribejava-httpclient-ahc/src/main/java/com/github/scribejava/httpclient/ahc/OAuthAsyncCompletionHandler.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[AhcHttpClient, OAuth20Service, OAuthAsyncCompletionHandler, createRefreshTokenRequest, doExecuteAsync, executeAsync, extractAuthorization, onCompleted, pollAccessTokenDeviceAuthorizationGrant]"
"E:\project-DataSets20240920\scribejava","[11f3dbc98f4c257097aef7ea87063600f9c9adbb, 681b4f3c09677df551e8b86f82a869c2c0c54ee6, bfe2a23192e5e9c727583c508b643778a87d08ed, d1d72d826bb07be925d7217d93d46ad59a65f6c9]","[[scribejava-core/src/main/java/com/github/scribejava/core/oauth/OAuth20Service.java|RENAME_PARAMETER, scribejava-core/src/main/java/com/github/scribejava/core/oauth/OAuth20Service.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[createDeviceAuthorizationCodesRequest, getAccessTokenDeviceAuthorizationGrant, getAccessTokenPasswordGrantAsync, getDeviceAuthorizationCodes, pollAccessTokenDeviceAuthorizationGrant, refreshAccessToken]"
"E:\project-DataSets20240920\scribejava","[11f3dbc98f4c257097aef7ea87063600f9c9adbb, a0b0ee1c09f430ce4ad72f23c88dcbc7a0b757e7, a5e296d62748d1af6207a47cb2ffc8b19a1ccb8b, ae00bf8e562b7ad081961213c6a555183e2ccc8a]","[NO_NOISE, NO_NOISE, [scribejava-core/src/main/java/com/github/scribejava/core/oauth/OAuth20Service.java|EXTRACT_VARIABLE]]","[OAuth20Service, createAccessTokenRequest, createRefreshTokenRequest, pollAccessTokenDeviceAuthorizationGrant]"
"E:\project-DataSets20240920\scribejava","[370cba98ff758db65ac27b1b8a3b45deef7bc75a, 77eec9480d53ff5373f9c65f2603269c4c881658, ae00bf8e562b7ad081961213c6a555183e2ccc8a, e6caf24fb4bee805e195e17d44fabfe29a59cbfd]","[NO_NOISE, NO_NOISE, NO_NOISE]","[checkForErrorRevokeToken, createDeviceAuthorizationCodesRequest, createRefreshTokenRequest, createRevokeTokenRequest, extractAuthorization, getAccessTokenDeviceAuthorizationGrant, getDeviceAuthorizationCodes, pollAccessTokenDeviceAuthorizationGrant, signRequest]"
"E:\project-DataSets20240920\scribejava","[7506149ec00e7c77d227cf5f16737fa3f7c89f09, e6caf24fb4bee805e195e17d44fabfe29a59cbfd, f7af06c539d5d66ba2ec5417f9dd8fe5e9780a1b, fa030bc6f3ecd739b379a650f282820839eb91d7]","[[scribejava-core/src/main/java/com/github/scribejava/core/oauth/OAuth20Service.java|INVERT_CONDITION], NO_NOISE, NO_NOISE]","[createAccessTokenPasswordGrantRequest, createAccessTokenRequest, createDeviceAuthorizationCodesRequest, createRefreshTokenRequest, extractAuthorization, getDeviceAuthorizationCodes, pollAccessTokenDeviceAuthorizationGrant]"
