"id","projectName","transformType","transformTypeId","ErrorReason"
"24","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"25","spring-roo/addon","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"27","spring-roo/addon","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"28","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"29","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"3","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"5","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"6","spring-roo/addon","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"7","spring-roo/addon","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"8","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"9","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"10","spring-roo/addon","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"12","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"13","spring-roo/addon","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"14","spring-roo/addon","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"16","spring-roo/addon","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"17","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"20","spring-roo/addon","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"21","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"23","spring-roo/addon","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"24","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"25","spring-roo/addon","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"27","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"28","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"2","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"4","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"6","spring-roo/addon","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"9","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"10","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"11","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"12","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"15","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"16","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"18","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"19","spring-roo/addon","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"21","spring-roo/addon","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"22","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"23","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"25","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"26","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"27","spring-roo/addon","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"28","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"1","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"2","spring-roo/addon","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"4","spring-roo/addon","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"6","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"8","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"9","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"10","spring-roo/addon","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"11","spring-roo/addon","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"12","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"13","spring-roo/addon","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"14","spring-roo/addon","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"16","spring-roo/addon","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"17","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"20","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"22","spring-roo/addon","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"23","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"24","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"25","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"26","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"27","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"28","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"29","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"2","spring-roo/addon-jdbc","IF_DIVIDING","9","No changes detected---no transform"
"4","spring-roo/addon-jdbc","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"5","spring-roo/addon-jdbc","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"6","spring-roo/addon-jdbc","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"7","spring-roo/addon-jdbc","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"8","spring-roo/addon-jdbc","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"9","spring-roo/addon-jdbc","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"12","spring-roo/addon-jdbc","WHILE_TO_FOR","2","No changes detected---no transform"
"13","spring-roo/addon-jdbc","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"14","spring-roo/addon-jdbc","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"15","spring-roo/addon-jdbc","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"16","spring-roo/addon-jdbc","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"18","spring-roo/addon-jdbc","FOR_TO_WHILE","1","No changes detected---no transform"
"19","spring-roo/addon-jdbc","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"20","spring-roo/addon-jdbc","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"21","spring-roo/addon-jdbc","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"22","spring-roo/addon-jdbc","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"23","spring-roo/addon-jdbc","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"24","spring-roo/addon-jdbc","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"25","spring-roo/addon-jdbc","IF_DIVIDING","9","No changes detected---no transform"
"26","spring-roo/addon-jdbc","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"27","spring-roo/addon-jdbc","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"28","spring-roo/addon-jdbc","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"29","spring-roo/addon-jdbc","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"1","spring-roo/addon-jms","WHILE_TO_FOR","2","No changes detected---no transform"
"2","spring-roo/addon-jms","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"3","spring-roo/addon-jms","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"5","spring-roo/addon-jms","IF_DIVIDING","9","No changes detected---no transform"
"6","spring-roo/addon-jms","FOR_TO_WHILE","1","No changes detected---no transform"
"7","spring-roo/addon-jms","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"8","spring-roo/addon-jms","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"13","spring-roo/addon-jms","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"14","spring-roo/addon-jms","WHILE_TO_FOR","2","No changes detected---no transform"
"16","spring-roo/addon-jms","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"17","spring-roo/addon-jms","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"18","spring-roo/addon-jms","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"21","spring-roo/addon-jms","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"22","spring-roo/addon-jms","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"23","spring-roo/addon-jms","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"24","spring-roo/addon-jms","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"25","spring-roo/addon-jms","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"26","spring-roo/addon-jms","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"27","spring-roo/addon-jms","WHILE_TO_FOR","2","No changes detected---no transform"
"28","spring-roo/addon-jms","FOR_TO_WHILE","1","No changes detected---no transform"
"29","spring-roo/addon-jms","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"6","spring-roo/addon","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"8","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"10","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"12","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"14","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"18","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"20","spring-roo/addon","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"21","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"22","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"23","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"24","spring-roo/addon","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"27","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"28","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"29","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"2","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"6","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"8","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"9","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"10","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"11","spring-roo/addon","WHILE_TO_FOR","2","No changes detected---no transform"
"12","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"13","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"14","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"17","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"18","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"19","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"20","spring-roo/addon","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"21","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"22","spring-roo/addon","FOR_TO_WHILE","1","No changes detected---no transform"
"25","spring-roo/addon","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"28","spring-roo/addon","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"3","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"5","spring-roo/addon","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"11","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"12","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"13","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"14","spring-roo/addon","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"18","spring-roo/addon","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"20","spring-roo/addon","IF_DIVIDING","9","No changes detected---no transform"
"21","spring-roo/addon","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"23","spring-roo/addon","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"24","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"25","spring-roo/addon","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"2","spring-roo/addon-logging","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"3","spring-roo/addon-logging","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"5","spring-roo/addon-logging","IF_DIVIDING","9","No changes detected---no transform"
"6","spring-roo/addon-logging","FOR_TO_WHILE","1","No changes detected---no transform"
"7","spring-roo/addon-logging","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"8","spring-roo/addon-logging","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"9","spring-roo/addon-logging","WHILE_TO_FOR","2","No changes detected---no transform"
"10","spring-roo/addon-logging","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"11","spring-roo/addon-logging","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"12","spring-roo/addon-logging","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"13","spring-roo/addon-logging","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"14","spring-roo/addon-logging","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"15","spring-roo/addon-logging","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"16","spring-roo/addon-logging","FOR_TO_WHILE","1","No changes detected---no transform"
"17","spring-roo/addon-logging","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"18","spring-roo/addon-logging","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"20","spring-roo/addon-logging","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"21","spring-roo/addon-logging","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"22","spring-roo/addon-logging","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"23","spring-roo/addon-logging","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"24","spring-roo/addon-logging","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"25","spring-roo/addon-logging","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"27","spring-roo/addon-logging","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
