"id", "projectName", "startCommit", "endCommit", "transformType","transformTypeId", "transformSum", "RelatedMethodsNum","RelatedMethodSet","RelatedCasesNum"
"3","symja-parser","a15778c6bae581019f7d0ef18eb38ddc873cd6aa","62f1ad27925830d4973ab975b646aa2091937120","LOCAL_VAR_RENAMING","0","1","4","[PatternNode equals (Object), PatternNode getConstraint (), PatternNode toString (), PatternNode PatternNode (SymbolNode, ASTNode, boolean)]","20"
"5","symja-parser","62f1ad27925830d4973ab975b646aa2091937120","4ba3d05d1e5bf5af6047fc08ff523308821d02ef","REVERSE_IF_ELSE","3","1","3","[PatternNode equals (Object), PatternNode hashCode (), PatternNode toString ()]","15"
"13","symja-parser","4ba3d05d1e5bf5af6047fc08ff523308821d02ef","603b827183f63938b7351d02712d080e363a1fc1","REVERSE_IF_ELSE","3","1","2","[PatternNode equals (Object), PatternNode hashCode ()]","10"
"20","symja-parser","603b827183f63938b7351d02712d080e363a1fc1","d7a9e7cc8d8838c41617ab3e5a74c2047c39c49d","LOCAL_VAR_RENAMING","0","1","2","[PatternNode PatternNode (SymbolNode, ASTNode), PatternNode PatternNode (SymbolNode, ASTNode, boolean)]","10"
"21","symja-parser","d7a9e7cc8d8838c41617ab3e5a74c2047c39c49d","20401338f09da12304b968159c2c4a7ee4f53939","SWITCH_EQUAL_SIDES","14","1","1","[PatternNode equals (Object)]","5"
"32","symja-parser","20401338f09da12304b968159c2c4a7ee4f53939","a97e1a3c4af0926c533904f5573cd23277cd262f","SWITCH_EQUAL_SIDES","14","1","1","[PatternNode equals (Object)]","5"
"34","symja-parser","a97e1a3c4af0926c533904f5573cd23277cd262f","c022c08669457f536957c599e07b516758289886","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[PatternNode PatternNode (SymbolNode, ASTNode, boolean)]","5"
"38","symja-parser","c022c08669457f536957c599e07b516758289886","edf947a611c1cbd5ea417e1b8fd9a8d7334efcba","LOCAL_VAR_RENAMING","0","1","5","[PatternNode equals (Object), PatternNode hashCode (), PatternNode getSymbol (), PatternNode toString (), PatternNode PatternNode (SymbolNode, ASTNode, boolean)]","25"
"42","symja-parser","edf947a611c1cbd5ea417e1b8fd9a8d7334efcba","e1f0699f6e1e75ea47e300d5e4bb99a763427c54","REVERSE_IF_ELSE","3","1","3","[PatternNode equals (Object), PatternNode hashCode (), PatternNode toString ()]","15"
"52","symja-parser","e1f0699f6e1e75ea47e300d5e4bb99a763427c54","6c64ba16af0bf2cbca21a7c58b24709ab1504fa0","SWITCH_EQUAL_SIDES","14","1","1","[PatternNode equals (Object)]","5"
"55","symja-parser","6c64ba16af0bf2cbca21a7c58b24709ab1504fa0","46a3accd8aa3695045f31942ee0a3c61175852be","SWITCH_EQUAL_SIDES","14","1","1","[PatternNode equals (Object)]","5"
"59","symja-parser","46a3accd8aa3695045f31942ee0a3c61175852be","6e8865b46034ca587807fb318c662fe9e9ddeda1","SWITCH_EQUAL_SIDES","14","1","1","[PatternNode equals (Object)]","5"
"61","symja-parser","6e8865b46034ca587807fb318c662fe9e9ddeda1","088ca99bcfe2e145bbe5b6d6627c4050fa955e82","REVERSE_IF_ELSE","3","1","2","[PatternNode equals (Object), PatternNode hashCode ()]","10"
"0","spring-hateoas","2ba26707fbd2c9e047962d3139a3157e9667bf9c","8af5244f76e78195c705bb8dc61e2cf955c4fac8","LOCAL_VAR_RENAMING","0","1","40","[DelegatingEntityLinks linkFor (Class<?>, Object), HalFormsProperty withOptions (HalFormsOptions), LinkBuilderFactory linkTo (Class<?>, Object), HalFormsProperty withPrompt (String), HypermediaMappingInformationComparator compare (HypermediaMappingInformation, HypermediaMappingInformation), HateoasConfiguration loadResourceBundleResources (String, boolean), HalFormsProperty isReadOnly (), LinkBuilderFactory linkTo (Class<?>), HalFormsProperty withMinLength (Long), HalFormsProperty withName (String), DelegatingEntityLinks linkToItemResource (Class<?>, Object), HateoasConfiguration hypermediaWebMvcConverters (ObjectProvider<ObjectMapper>, List<HypermediaMappingInformation>, Optional<HypermediaMappingInformationComparator>), LinkParser consumeQuotedString (String, StringBuilder, int[]), HalFormsProperty HalFormsProperty (), HalFormsProperty withMin (Number), HalFormsProperty withRegex (String), MessageSourceResolver resolve (MessageSourceResolvable), HalFormsProperty toString (), HateoasConfiguration lookupMessageSource (), DelegatingEntityLinks DelegatingEntityLinks (PluginRegistry<EntityLinks,Class<?>>), CollectionModel deriveElementType (Collection<?>, ResolvableType), HalFormsProperty withPlaceholder (String), DelegatingEntityLinks getPluginFor (Class<?>), CollectionModel equals (Object), HalFormsProperty withMulti (boolean), HalFormsProperty withReadOnly (boolean), MessageSourceResolver MessageSourceResolver (MessageSource), LinkBuilderFactory linkTo (Class<?>, Map<String,?>), HalFormsProperty withType (String), HalFormsProperty withMaxLength (Long), HalFormsProperty HalFormsProperty (String, boolean, Object, String, String, boolean, boolean, boolean, String, Number, Number, Long, Long, String, HalFormsOptions), HalFormsProperty hashCode (), HalFormsProperty withTemplated (boolean), HalFormsProperty withRequired (boolean), HalFormsProperty withMax (Number), LinkParser parseLink (String, int[]), HalFormsProperty withValue (Object), DelegatingEntityLinks linkForItemResource (Class<?>, Object), HateoasConfiguration relProviderPluginRegistry (ApplicationContext), HalFormsProperty equals (Object)]","320"
"31","spring-hateoas","8af5244f76e78195c705bb8dc61e2cf955c4fac8","c5399a73b767eb1e50226b4f6ec5c6d46bf6fbd6","LOCAL_VAR_RENAMING","0","1","2","[MessageSourceResolver MessageSourceResolver (MessageSource), MessageSourceResolver resolve (MessageSourceResolvable)]","16"
"44","spring-hateoas","c5399a73b767eb1e50226b4f6ec5c6d46bf6fbd6","ef8925a95b928002f6348aa74af5fea7cb6fe762","LOCAL_VAR_RENAMING","0","1","2","[MessageSourceResolver MessageSourceResolver (MessageSource), MessageSourceResolver resolve (MessageSourceResolvable)]","16"
"0","spring-data-neo4j/spring-data-neo4j-aspects","04bd484704621520e4d6eb1d72c88579faa5e95a","dbc12ac93ceb9d75229fda978e092ce285d823d7","CONDITIONAL_EXP_TO_SINGLE_IF","5","1","8","[GraphBacked remove (), RelationshipBacked projectTo (Class<R>), GraphBacked getPersistentState (), RelationshipBacked getRelationshipId (), GraphBacked setPersistentState (STATE), Neo4jAspectConfiguration neo4jRelationshipBacking (), GraphBacked hasPersistentState (), Neo4jAspectConfiguration neo4jNodeBacking ()]","24"
"0","spring-data-neo4j/spring-data-neo4j-cross-store","dbc12ac93ceb9d75229fda978e092ce285d823d7","a877d1bf54db27211e2d05efa0db8c877974c926","SWITCH_STRING_EQUAL","15","1","15","[CrossStoreNodeEntityStateFactory getPersistenceUnitUtils (), CrossStoreNodeEntityStateFactory isPartial (Class<?>), CrossStoreNodeEntityState getForeignIdIndex (), JpaIdFieldListener JpaIdFieldListener (Neo4jPersistentProperty, Neo4jTemplate), CrossStoreNodeEntityState persist (), CrossStoreNodeEntityStateFactory getEntityState (Object, boolean, Neo4jTemplate), CrossStoreNodeEntityStateFactory isDetached (), CrossStoreNodeEntityState createAndAssignState (), CrossStoreNodeEntityState persistForeignId (Node, Object), CrossStoreNodeEntityState CrossStoreNodeEntityState (Node, NodeBacked, Class<? extends NodeBacked>, Neo4jTemplate, PersistenceUnitUtil, DelegatingFieldAccessorFactory, Neo4jPersistentEntity), CrossStoreNodeEntityState isWritable (Neo4jPersistentProperty), CrossStoreNodeEntityState createForeignId (Object), CrossStoreNodeEntityState getId (Object), CrossStoreNodeEntityStateFactory CrossStoreNodeEntityStateFactory (Neo4jMappingContext, FieldAccessorFactoryFactory, FieldAccessorFactoryFactory, EntityManagerFactory), JpaIdFieldListener valueChanged (Object, Object, Object)]","45"
"1","spring-data-neo4j/spring-data-neo4j-cross-store","a877d1bf54db27211e2d05efa0db8c877974c926","a899164f35caea6fd6784731a577876aa28ecc8a","SWITCH_EQUAL_SIDES","14","1","1","[CrossStoreNodeEntityStateFactory getPersistenceUnitUtils ()]","3"
"7","spring-data-neo4j/spring-data-neo4j-cross-store","a899164f35caea6fd6784731a577876aa28ecc8a","3f4a3abae44be7491574dfec2d5f5db1a6a203c3","LOCAL_VAR_RENAMING","0","1","7","[CrossStoreNodeDelegatingFieldAccessorFactory CrossStoreNodeDelegatingFieldAccessorFactory (Neo4jTemplate), CrossStoreNodeDelegatingFieldAccessorFactory createAccessorFactories (), CrossStoreNodeDelegatingFieldAccessorFactory newPropertyFieldAccessorFactory (), CrossStoreNodeDelegatingFieldAccessorFactory createListenerFactories (), CrossStoreNodeDelegatingFieldAccessorFactory newConvertingNodePropertyFieldAccessorFactory (), CrossStoreNodeDelegatingFieldAccessorFactory accept (Neo4jPersistentProperty), Factory create (Neo4jTemplate)]","28"
"0","spring-data-neo4j/cineasts-aspects","3f4a3abae44be7491574dfec2d5f5db1a6a203c3","bcdf2f8c675294bfe4ae3212f724719b6c773f28","VAR_DECLARATION_DIVIDING","13","1","88","[Movie setVersion (Integer), MovieDbImportService importMovies (Map<Integer,Integer>), Movie Movie (String, String), MovieDbApiClient MovieDbApiClient (String), Movie getRatings (), Movie setRuntime (Integer), MovieDbApiClient buildPersonUrl (String), MovieController index (Model), Movie getDescription (), MovieDbImportService doImportMovie (String), Movie getReleaseDate (), MovieController updateMovie (Model, String, Integer, String), Movie getLanguage (), Movie getTitle (), Movie setHomepage (String), MovieRecommendations updateRating (Relationship, int), MovieDbApiClient getPerson (String), MovieDbApiClient getMovie (String), MovieController singleMovieView (Model, String), User getName (), Movie getVersion (), Movie getImdbId (), Movie getYoutubeId (), MovieDbImportService relatePersonsToMovie (Movie, Map), Movie getLastModified (), Movie setImdbId (String), User addFriend (User), Movie getStars (), User isFriend (User), User getLogin (), User toString (), MovieController findMovies (Model, String), MovieDbImportService loadMovieData (String), Movie setLastModified (Date), Movie setImageUrl (String), Movie getYear (), ImportController ImportController (MovieDbImportService), MovieRecommendations obtainRating (long), Movie getDirector (), User User (String, String, String, Roles), User getRole (), Movie getRuntime (), MovieController populateDatabase (Model), Movie setTrailer (String), Movie Movie (), Movie getTagline (), User getAuthority (), User getFriends (), ImportController extractRanges (String), User getRatings (), MovieDbImportService doImportPerson (String), MovieDbImportService importMovie (String), User getPassword (), MovieRecommendations averageRecommendations (User, TraversalDescription), Movie setStudio (String), MovieController addUser (Model), Movie setTagline (String), Movie getId (), Movie getTrailer (), MovieController clean (Model), Movie getActors (), Movie getHomepage (), MovieDbApiClient loadJsonData (String, String), MovieController singleActorView (Model, String), Movie getStudio (), Movie setReleaseDate (Date), User setName (String), MovieDbImportService importPerson (String), MovieRecommendations MovieRecommendations (MovieRepository, int), Movie getImageUrl (), Movie toString (), User User (), Movie setTitle (String), MovieDbApiClient buildMovieUrl (String), User encode (String), Movie setDescription (String), MovieRecommendations getRecommendationsFor (User), MovieDbImportService loadPersonData (String), MovieDbImportService importMovieFailsafe (Integer), Movie getGenre (), Movie getRoles (), User updatePassword (String, String, String), Movie setGenre (String), ImportController importMovie (String, Model), User rate (Movie, int, String), MovieController getMovie (String), MovieRecommendations evaluate (Path), Movie setLanguage (String)]","616"
"5","spring-data-neo4j/cineasts-aspects","bcdf2f8c675294bfe4ae3212f724719b6c773f28","586091ac796c331c0adb668a9327f7de038bf076","INFIX_EXPRESSION_DIVIDING","8","1","7","[Rating setStars (int), Rating getMovie (), Rating getUser (), Rating rate (int, String), Rating getComment (), Rating setComment (String), Rating getStars ()]","56"
"8","spring-data-neo4j/cineasts-aspects","586091ac796c331c0adb668a9327f7de038bf076","8437015e52086a217b93e40b4a3deddcbc50981e","STATEMENTS_ORDER_REARRANGEMENT","10","1","7","[Role getActor (), Role setName (String), Role Role (Movie, Person, String), Role Role (), Role getMovie (), Role getName (), Role toString ()]","63"
"13","spring-data-neo4j/cineasts-aspects","8437015e52086a217b93e40b4a3deddcbc50981e","f3c5e9e2f2b14c0d3569b5bccdfae1cd66678ed6","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[Role Role (Movie, Person, String)]","9"
"0","spring-data-neo4j/cineasts-rest","f3c5e9e2f2b14c0d3569b5bccdfae1cd66678ed6","956de86e749bcd584029f74fd101e712fbcdd6d8","IF_DIVIDING","9","1","90","[MovieDbJsonMapper mapToPerson (Map, Person), Movie setVersion (Integer), MovieDbImportService importMovies (Map<Integer,Integer>), MovieRating aggregateRatings (User, int), Movie Movie (String, String), MovieRating average (), Movie getRatings (), Movie setRuntime (Integer), MovieRating obtainRating (Movie), Movie getDescription (), MovieDbImportService doImportMovie (String), Movie getReleaseDate (), CineastsRepository rateMovie (Movie, User, int, String), MovieDbJsonMapper mapToRole (String), CineastsRepository getPerson (String), Movie getLanguage (), DatabasePopulator populateDatabase (), Movie getTitle (), Movie setHomepage (String), User getName (), Movie getVersion (), Movie getImdbId (), Movie getYoutubeId (), MovieDbImportService relatePersonsToMovie (Movie, Map), MovieRating FriendsMovieRecommendations (int), User addFriend (User), Movie getLastModified (), Movie setImdbId (String), Movie getStars (), User isFriend (User), User getLogin (), User toString (), CineastsRepository getMovie (String), MovieDbImportService loadMovieData (String), Movie setLastModified (Date), Movie setImageUrl (String), MovieDbJsonMapper mapToMovie (Map, Movie), Movie getYear (), User User (String, String, String, Roles), CineastsRepository getMovieData (String), Movie getDirector (), User getRole (), Movie getRuntime (), MovieRating getRecommendationsFor (User), Movie setTrailer (String), Movie Movie (), Movie getTagline (), User getAuthority (), CineastsRepository recommendMovies (User), User getFriends (), CineastsRepository findMovies (String, int), MovieImporter MovieImporter (MovieDbImportService), User getRatings (), MovieDbJsonMapper extractFirst (Map, String, String), MovieDbImportService doImportPerson (String), MovieDbImportService importMovie (String), User getPassword (), Movie setStudio (String), MovieDbJsonMapper toDate (Map, String, String), MovieDbJsonMapper limit (String, int), Movie setTagline (String), Movie getId (), Movie getTrailer (), Movie getActors (), Movie getHomepage (), DatabasePopulator cleanDb (), Movie getStudio (), MovieImporter getMovieIdsToImport (String[]), Movie setReleaseDate (Date), User setName (String), MovieDbImportService importPerson (String), MovieImporter runImport (Map<Integer,Integer>), Movie getImageUrl (), Movie toString (), User User (), MovieImporter main (String[]), Movie setTitle (String), User encode (String), MovieRating toString (), Movie setDescription (String), MovieRating update (Rating, int), MovieDbImportService loadPersonData (String), MovieDbImportService importMovieFailsafe (Integer), Movie getGenre (), Movie getRoles (), User updatePassword (String, String, String), Movie setGenre (String), User rate (Movie, int, String), Movie setLanguage (String), MovieDbJsonMapper selectImageUrl (List<Map>, String, String)]","720"
"15","spring-data-neo4j/cineasts-rest","956de86e749bcd584029f74fd101e712fbcdd6d8","629d424ad05c5af0ba97bdb391f1f2b11acd82b8","SWITCH_EQUAL_SIDES","14","1","1","[MovieRating average ()]","8"
"29","spring-data-neo4j/cineasts-rest","629d424ad05c5af0ba97bdb391f1f2b11acd82b8","7c47475ea772a08b5f0ac2073d978d63e572f015","REVERSE_IF_ELSE","3","1","1","[MovieRating obtainRating (Movie)]","8"
"0","spring-data-neo4j/cineasts","7c47475ea772a08b5f0ac2073d978d63e572f015","9c13a031ff3e74e8c483b2180317c4dc3041c014","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","104","[Director Director (String, String), Movie Movie (String, String), Movie getRatings (), Movie setRuntime (Integer), User rate (Neo4jOperations, Movie, int, String), Movie getDescription (), MovieDbImportService doImportMovie (String), MovieController updateMovie (Model, String, Integer, String), MovieDbLocalStorage hasMovie (String), Movie setHomepage (String), MovieController singleMovieView (Model, String), Movie getVersion (), Movie getYoutubeId (), User addFriend (User), Movie getLastModified (), Actor Actor (String, String), Movie getStars (), User hashCode (), MovieDbLocalStorage storeMovie (String, Object), User toString (), MovieController findMovies (Model, String), MovieDbLocalStorage fileForPerson (String), Movie getDirectors (), Movie setLastModified (Date), MovieDbLocalStorage storePerson (String, Object), Movie setImageUrl (String), ImportController ImportController (MovieDbImportService), User User (String, String, String, Roles), MovieDbLocalStorage asMap (Object), MovieController populateDatabase (Model), Movie setTrailer (String), Movie getTagline (), ImportController extractRanges (String), MovieDbLocalStorage MovieDbLocalStorage (String), Movie equals (Object), User getPassword (), Actor Actor (), Movie setTagline (String), MovieDbImportService doImportPerson (String, T), MovieDbLocalStorage loadJsonValue (File), Movie getTrailer (), User equals (Object), Movie getHomepage (), MovieController singleActorView (Model, String), Movie getStudio (), User getId (), Movie getImageUrl (), Actor getRoles (), Director Director (), Movie setTitle (String), Director Director (String), MovieDbImportService loadPersonData (String), User updatePassword (String, String, String), Director directed (Movie), Movie setGenre (String), ImportController importMovie (String, Model), MovieController getMovie (String), Movie setVersion (Integer), MovieDbImportService importMovies (Map<Integer,Integer>), Director getDirectedMovies (), MovieController index (Model), MovieDbLocalStorage storeJsonValue (Object, File), Movie getReleaseDate (), Movie getLanguage (), Movie getTitle (), User getName (), Movie getImdbId (), MovieDbLocalStorage fileForMovie (String), MovieDbImportService relatePersonsToMovie (Movie, Map), Movie setImdbId (String), User isFriend (User), User getLogin (), MovieDbImportService loadMovieData (String), Movie hashCode (), MovieDbLocalStorage loadMovie (String), Movie getYear (), User getRole (), Movie getRuntime (), Movie Movie (), User getAuthority (), User getFriends (), User getRatings (), Actor Actor (String), MovieDbImportService importMovie (String), Movie setStudio (String), MovieController addUser (Model), MovieDbLocalStorage ensureStorageDirectoryExists (), Movie getId (), MovieController clean (Model), Movie getActors (), Movie setReleaseDate (Date), User setName (String), Movie toString (), User User (), User encode (String), MovieDbLocalStorage loadPerson (String), Movie setDescription (String), MovieDbImportService importMovieFailsafe (Integer), Movie getGenre (), Movie getRoles (), MovieDbImportService importPerson (String, T), Actor playedIn (Movie, String), MovieDbLocalStorage hasPerson (String), Movie setLanguage (String)]","832"
"2","spring-data-neo4j/cineasts","9c13a031ff3e74e8c483b2180317c4dc3041c014","33cf002679d065d6ba743853f475b53d583cf73d","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[MovieController updateMovie (Model, String, Integer, String)]","8"
"4","spring-data-neo4j/cineasts","33cf002679d065d6ba743853f475b53d583cf73d","1b6bda68757215a7d67c02f718bbae2cef0916df","STATEMENTS_ORDER_REARRANGEMENT","10","1","2","[MovieController singleMovieView (Model, String), MovieController updateMovie (Model, String, Integer, String)]","16"
"7","spring-data-neo4j/cineasts","1b6bda68757215a7d67c02f718bbae2cef0916df","dd6fe7d188187ad4dd50019503ab7e17b3917949","STATEMENTS_ORDER_REARRANGEMENT","10","1","2","[MovieController singleMovieView (Model, String), MovieController updateMovie (Model, String, Integer, String)]","16"
"8","spring-data-neo4j/cineasts","dd6fe7d188187ad4dd50019503ab7e17b3917949","06ae7c8a9087800f0b856d2e492292eb5ff19fc4","SWITCH_EQUAL_SIDES","14","1","1","[MovieController updateMovie (Model, String, Integer, String)]","8"
"12","spring-data-neo4j/cineasts","06ae7c8a9087800f0b856d2e492292eb5ff19fc4","36e851de25173d7994056313da3806c1e87393b8","LOCAL_VAR_RENAMING","0","1","1","[MovieController singleMovieView (Model, String)]","8"
"13","spring-data-neo4j/cineasts","36e851de25173d7994056313da3806c1e87393b8","736511f6e9955438e6cd4487c5f64b7a8072c3bf","STATEMENTS_ORDER_REARRANGEMENT","10","1","2","[MovieController singleMovieView (Model, String), MovieController updateMovie (Model, String, Integer, String)]","16"
"16","spring-data-neo4j/cineasts","736511f6e9955438e6cd4487c5f64b7a8072c3bf","07aa84273760b6512560e0a4b8a421d3408a95be","INFIX_EXPRESSION_DIVIDING","8","1","1","[MovieController findMovies (Model, String)]","8"
"19","spring-data-neo4j/cineasts","07aa84273760b6512560e0a4b8a421d3408a95be","e138285a142d76dbc309011a6e3115192b61187a","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[MovieController updateMovie (Model, String, Integer, String)]","8"
"20","spring-data-neo4j/cineasts","e138285a142d76dbc309011a6e3115192b61187a","8679c1452fa92fbe9d245573eebc76593a43b70c","SWITCH_EQUAL_SIDES","14","1","1","[MovieController updateMovie (Model, String, Integer, String)]","8"
"21","spring-data-neo4j/cineasts","8679c1452fa92fbe9d245573eebc76593a43b70c","ccfd7fa49e60bbb0c17ee30885c75c4baac072c3","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1","[MovieController singleMovieView (Model, String)]","8"
"24","spring-data-neo4j/cineasts","ccfd7fa49e60bbb0c17ee30885c75c4baac072c3","2387c8e381af8115184884cdf96af221fef1743c","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[MovieController singleMovieView (Model, String)]","8"
"25","spring-data-neo4j/cineasts","2387c8e381af8115184884cdf96af221fef1743c","50906457b859477c853c7b94f3fc4e2213b4f4fd","SWITCH_EQUAL_SIDES","14","1","2","[MovieController singleMovieView (Model, String), MovieController updateMovie (Model, String, Integer, String)]","16"
"28","spring-data-neo4j/cineasts","50906457b859477c853c7b94f3fc4e2213b4f4fd","bc1c954df43e3b849a25a66fb62d5dd1e5ee2b70","STATEMENTS_ORDER_REARRANGEMENT","10","1","2","[MovieController singleMovieView (Model, String), MovieController updateMovie (Model, String, Integer, String)]","16"
"29","spring-data-neo4j/cineasts","bc1c954df43e3b849a25a66fb62d5dd1e5ee2b70","950e292084c8b52e311850960c432ec8dcae97dd","SWITCH_EQUAL_SIDES","14","1","2","[MovieController singleMovieView (Model, String), MovieController updateMovie (Model, String, Integer, String)]","16"
"0","spring-data-neo4j/hello-worlds","950e292084c8b52e311850960c432ec8dcae97dd","e9fd6a78158e641d89e13cd81c77454658680c88","VAR_DECLARATION_DIVIDING","13","1","17","[World toString (), World getName (), World canBeReachedFrom (World), World equals (Object), World addRocketRouteTo (World), GalaxyService getNumberOfWorlds (), World getId (), World getMoons (), World hashCode (), World World (String, int), GalaxyService findWorldByName (String), GalaxyService findWorldById (Long), GalaxyService makeSomeWorlds (), World World (), GalaxyService findAllByNumberOfMoons (int), GalaxyService getAllWorlds (), GalaxyService createWorld (String, int)]","34"
"0","spring-data-neo4j/imdb","e9fd6a78158e641d89e13cd81c77454658680c88","e559e72f509b6c8fc36782408eb0e7e6c442e143","VAR_DECLARATION_MERGING","12","1","35","[MovieFindControllerDelegate getModel (Object, Map<String,Object>), ActorInfo compareTo (ActorInfo), ActorInfo setRole (String), MovieInfo getTitle (), RoleData getRole (), ActorFindControllerDelegate getModel (Object, Map<String,Object>), ActorInfo getName (), ImdbParser getFileReader (String, String, int), ImdbReaderImpl newActor (String, RoleData[]), ActorData getName (), RoleData getTitle (), MovieInfo MovieInfo (Movie, Role), MovieInfo setRole (String), ImdbParser ImdbParser (ImdbReader), ActorInfo setName (String), ImdbReaderImpl newActors (List<ActorData>), ImdbReader newActors (List<ActorData>), ImdbReaderImpl newMovies (List<MovieData>), ImdbReader newMovies (List<MovieData>), MovieInfo getRole (), ImdbParser parseMovies (String), MovieFindControllerDelegate populateModel (Map<String,Object>, Movie), MovieInfo setTitle (String), ActorInfo getRole (), ImdbParser parseActorItems (BufferedReader), ImdbReaderImpl newMovie (String, int), ActorFindControllerDelegate getFieldName (), ImdbParser parseActors (String, String), ActorData ActorData (String, RoleData[]), MovieInfo compareTo (MovieInfo), ActorData getMovieRoles (), RoleData RoleData (String, String), ActorInfo ActorInfo (Actor, Role), MovieFindControllerDelegate getFieldName (), ActorFindControllerDelegate populateModel (Map<String,Object>, Actor)]","280"
"4","spring-data-neo4j/imdb","e559e72f509b6c8fc36782408eb0e7e6c442e143","26238dac993fcd4a536d97d8225e443149be9680","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[ImdbSetupControllerDelegate getModel (Object, Map<String,Object>)]","9"
"11","spring-data-neo4j/imdb","26238dac993fcd4a536d97d8225e443149be9680","5e2ead0b0fbb1e4ede936c86c75bfd51601323d5","LOCAL_VAR_RENAMING","0","1","1","[SetupControllerDelegate getModel (Object, Map<String,Object>)]","10"
