"id","projectName","transformType","transformTypeId","ErrorReason"
"14","netty/codec-http2","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"15","netty/codec-http2","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"17","netty/codec-http2","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"18","netty/codec-http2","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"19","netty/codec-http2","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"20","netty/codec-http2","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"21","netty/codec-http2","IF_DIVIDING","9","No changes detected---no transform"
"22","netty/codec-http2","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"26","netty/codec-http2","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"27","netty/codec-http2","FOR_TO_WHILE","1","No changes detected---no transform"
"28","netty/codec-http2","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"29","netty/codec-http2","WHILE_TO_FOR","2","No changes detected---no transform"
"1","netty/codec-memcache","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"2","netty/codec-memcache","WHILE_TO_FOR","2","No changes detected---no transform"
"3","netty/codec-memcache","WHILE_TO_FOR","2","No changes detected---no transform"
"5","netty/codec-memcache","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"6","netty/codec-memcache","IF_DIVIDING","9","No changes detected---no transform"
"7","netty/codec-memcache","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"9","netty/codec-memcache","IF_DIVIDING","9","No changes detected---no transform"
"10","netty/codec-memcache","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"13","netty/codec-memcache","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"14","netty/codec-memcache","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"15","netty/codec-memcache","FOR_TO_WHILE","1","No changes detected---no transform"
"17","netty/codec-memcache","FOR_TO_WHILE","1","No changes detected---no transform"
"19","netty/codec-memcache","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"20","netty/codec-memcache","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"21","netty/codec-memcache","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"24","netty/codec-memcache","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"25","netty/codec-memcache","WHILE_TO_FOR","2","No changes detected---no transform"
"26","netty/codec-memcache","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"27","netty/codec-memcache","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"28","netty/codec-memcache","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"29","netty/codec-memcache","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"3","netty/codec-mqtt","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"4","netty/codec-mqtt","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"5","netty/codec-mqtt","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"12","netty/codec-mqtt","IF_DIVIDING","9","No changes detected---no transform"
"13","netty/codec-mqtt","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"14","netty/codec-mqtt","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"17","netty/codec-mqtt","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"22","netty/codec-mqtt","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"23","netty/codec-mqtt","REVERSE_IF_ELSE","3","No changes detected---no transform"
"24","netty/codec-mqtt","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"25","netty/codec-mqtt","WHILE_TO_FOR","2","No changes detected---no transform"
"26","netty/codec-mqtt","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"27","netty/codec-mqtt","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"28","netty/codec-mqtt","REVERSE_IF_ELSE","3","No changes detected---no transform"
"29","netty/codec-mqtt","WHILE_TO_FOR","2","No changes detected---no transform"
"1","netty/codec-redis","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"2","netty/codec-redis","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"3","netty/codec-redis","WHILE_TO_FOR","2","No changes detected---no transform"
"4","netty/codec-redis","WHILE_TO_FOR","2","No changes detected---no transform"
"5","netty/codec-redis","REVERSE_IF_ELSE","3","No changes detected---no transform"
"6","netty/codec-redis","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"7","netty/codec-redis","IF_DIVIDING","9","No changes detected---no transform"
"8","netty/codec-redis","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"9","netty/codec-redis","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"10","netty/codec-redis","REVERSE_IF_ELSE","3","No changes detected---no transform"
"11","netty/codec-redis","FOR_TO_WHILE","1","No changes detected---no transform"
"12","netty/codec-redis","WHILE_TO_FOR","2","No changes detected---no transform"
"13","netty/codec-redis","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"14","netty/codec-redis","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"15","netty/codec-redis","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"16","netty/codec-redis","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"17","netty/codec-redis","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"18","netty/codec-redis","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"19","netty/codec-redis","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"20","netty/codec-redis","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"21","netty/codec-redis","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"22","netty/codec-redis","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"23","netty/codec-redis","REVERSE_IF_ELSE","3","No changes detected---no transform"
"24","netty/codec-redis","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"25","netty/codec-redis","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"26","netty/codec-redis","IF_DIVIDING","9","No changes detected---no transform"
"27","netty/codec-redis","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"28","netty/codec-redis","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"2","netty/codec-smtp","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"4","netty/codec-smtp","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"5","netty/codec-smtp","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"6","netty/codec-smtp","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"7","netty/codec-smtp","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"8","netty/codec-smtp","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"9","netty/codec-smtp","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"11","netty/codec-smtp","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"12","netty/codec-smtp","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"13","netty/codec-smtp","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"15","netty/codec-smtp","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"17","netty/codec-smtp","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"18","netty/codec-smtp","WHILE_TO_FOR","2","No changes detected---no transform"
"19","netty/codec-smtp","IF_DIVIDING","9","No changes detected---no transform"
"21","netty/codec-smtp","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"22","netty/codec-smtp","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"23","netty/codec-smtp","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"24","netty/codec-smtp","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"25","netty/codec-smtp","IF_DIVIDING","9","No changes detected---no transform"
"26","netty/codec-smtp","WHILE_TO_FOR","2","No changes detected---no transform"
"27","netty/codec-smtp","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"28","netty/codec-smtp","IF_DIVIDING","9","No changes detected---no transform"
"29","netty/codec-smtp","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"1","netty/codec-socks","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"2","netty/codec-socks","IF_DIVIDING","9","No changes detected---no transform"
"4","netty/codec-socks","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"5","netty/codec-socks","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"7","netty/codec-socks","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"11","netty/codec-socks","IF_DIVIDING","9","No changes detected---no transform"
"12","netty/codec-socks","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"14","netty/codec-socks","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"15","netty/codec-socks","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"17","netty/codec-socks","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"18","netty/codec-socks","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"20","netty/codec-socks","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"21","netty/codec-socks","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"22","netty/codec-socks","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"23","netty/codec-socks","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"24","netty/codec-socks","IF_DIVIDING","9","No changes detected---no transform"
"27","netty/codec-socks","WHILE_TO_FOR","2","No changes detected---no transform"
"28","netty/codec-socks","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"29","netty/codec-socks","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"1","netty/codec-stomp","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"2","netty/codec-stomp","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"3","netty/codec-stomp","FOR_TO_WHILE","1","No changes detected---no transform"
"5","netty/codec-stomp","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"6","netty/codec-stomp","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"7","netty/codec-stomp","IF_DIVIDING","9","No changes detected---no transform"
"8","netty/codec-stomp","WHILE_TO_FOR","2","No changes detected---no transform"
"9","netty/codec-stomp","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"10","netty/codec-stomp","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"11","netty/codec-stomp","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"12","netty/codec-stomp","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"13","netty/codec-stomp","FOR_TO_WHILE","1","No changes detected---no transform"
"14","netty/codec-stomp","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"15","netty/codec-stomp","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"16","netty/codec-stomp","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"17","netty/codec-stomp","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"18","netty/codec-stomp","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"20","netty/codec-stomp","REVERSE_IF_ELSE","3","No changes detected---no transform"
"21","netty/codec-stomp","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"22","netty/codec-stomp","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"23","netty/codec-stomp","VAR_DECLARATION_MERGING","12","No changes detected---no transform"
"24","netty/codec-stomp","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"25","netty/codec-stomp","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"26","netty/codec-stomp","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"27","netty/codec-stomp","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"28","netty/codec-stomp","INFIX_EXPRESSION_DIVIDING","8","No changes detected---no transform"
"2","netty/codec-xml","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"3","netty/codec-xml","WHILE_TO_FOR","2","No changes detected---no transform"
"4","netty/codec-xml","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"5","netty/codec-xml","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"6","netty/codec-xml","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"8","netty/codec-xml","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"10","netty/codec-xml","WHILE_TO_FOR","2","No changes detected---no transform"
"11","netty/codec-xml","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"12","netty/codec-xml","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"13","netty/codec-xml","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"14","netty/codec-xml","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"15","netty/codec-xml","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"16","netty/codec-xml","FOR_TO_WHILE","1","No changes detected---no transform"
"17","netty/codec-xml","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"18","netty/codec-xml","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"19","netty/codec-xml","FOR_TO_WHILE","1","No changes detected---no transform"
"20","netty/codec-xml","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"21","netty/codec-xml","FOR_TO_WHILE","1","No changes detected---no transform"
"22","netty/codec-xml","FOR_TO_WHILE","1","No changes detected---no transform"
"24","netty/codec-xml","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"25","netty/codec-xml","FOR_TO_WHILE","1","No changes detected---no transform"
"26","netty/codec-xml","IF_DIVIDING","9","No changes detected---no transform"
"27","netty/codec-xml","WHILE_TO_FOR","2","No changes detected---no transform"
"1","netty/codec","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"2","netty/codec","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"3","netty/codec","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"4","netty/codec","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"5","netty/codec","IF_DIVIDING","9","No changes detected---no transform"
"6","netty/codec","WHILE_TO_FOR","2","No changes detected---no transform"
"7","netty/codec","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"9","netty/codec","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"10","netty/codec","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"11","netty/codec","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"12","netty/codec","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"13","netty/codec","FOR_TO_WHILE","1","No changes detected---no transform"
"15","netty/codec","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"17","netty/codec","IF_DIVIDING","9","No changes detected---no transform"
"18","netty/codec","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"19","netty/codec","IF_DIVIDING","9","No changes detected---no transform"
"21","netty/codec","STATEMENTS_ORDER_REARRANGEMENT","10","No changes detected---no transform"
"22","netty/codec","IF_DIVIDING","9","No changes detected---no transform"
"24","netty/codec","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"25","netty/codec","WHILE_TO_FOR","2","No changes detected---no transform"
"27","netty/codec","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"28","netty/codec","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"29","netty/codec","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"1","netty/common","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"3","netty/common","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"8","netty/common","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"14","netty/common","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"16","netty/common","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"18","netty/common","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"21","netty/common","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"28","netty/common","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"1","netty/example","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"3","netty/example","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"4","netty/example","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"7","netty/example","REVERSE_IF_ELSE","3","No changes detected---no transform"
"8","netty/example","REVERSE_IF_ELSE","3","No changes detected---no transform"
"9","netty/example","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"10","netty/example","FOR_TO_WHILE","1","No changes detected---no transform"
"11","netty/example","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"12","netty/example","REVERSE_IF_ELSE","3","No changes detected---no transform"
"13","netty/example","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"18","netty/example","SWITCH_EQUAL_SIDES","14","No changes detected---no transform"
"19","netty/example","WHILE_TO_FOR","2","No changes detected---no transform"
"20","netty/example","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"21","netty/example","FOR_TO_WHILE","1","No changes detected---no transform"
"23","netty/example","SWITCH_STRING_EQUAL","15","No changes detected---no transform"
"24","netty/example","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"26","netty/example","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"27","netty/example","SINGLE_IF_TO_CONDITIONAL_EXP","4","No changes detected---no transform"
"28","netty/example","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"29","netty/example","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"2","netty/handler-proxy","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","No changes detected---no transform"
"3","netty/handler-proxy","CASE_TO_IF_ELSE","17","No changes detected---no transform"
"4","netty/handler-proxy","LOOP_IF_CONTINUE_TO_ELSE","11","No changes detected---no transform"
"6","netty/handler-proxy","FOR_TO_WHILE","1","No changes detected---no transform"
"8","netty/handler-proxy","PRE_POST_FIX_EXPRESSION_DIVIDING","16","No changes detected---no transform"
"9","netty/handler-proxy","CONDITIONAL_EXP_TO_SINGLE_IF","5","No changes detected---no transform"
"10","netty/handler-proxy","VAR_DECLARATION_DIVIDING","13","No changes detected---no transform"
"11","netty/handler-proxy","PP_TO_ADD_ASSIGNMENT","6","No changes detected---no transform"
"12","netty/handler-proxy","CASE_TO_IF_ELSE","17","No changes detected---no transform"
